Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Frequency (days/week),Experience_Level,Water_Intake (liters),Fitness_Goal,Workout_Type,Equipment_dumbbell,Equipment_barbell,Equipment_cable,Equipment_kettlebell,Equipment_resistance_band,Equipment_stability_ball,Equipment_bodyweight_only
30.8,Female,65.9,1.56,27.0,25.0,192.7,144.9,58.4,1.16,746.3,3.2,2.0,2.3,Strength,Strength,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29.4,Female,56.3,1.58,22.54,18.3,175.8,134.1,63.4,1.08,451.7,3.9,3.0,3.1,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
25.0,Female,55.3,1.59,21.84,18.1,189.2,165.3,54.8,0.98,885.0,3.7,2.0,3.6,Endurance,HIIT,0.0,0.0,1.0,1.0,0.0,1.0,1.0
18.0,Male,52.6,1.76,16.98,21.0,175.0,154.0,50.0,1.17,1783.0,3.0,2.0,3.0,Strength,Strength,0.0,1.0,1.0,0.0,0.0,1.0,0.0
20.5,Male,97.7,1.89,27.39,10.3,183.9,178.7,66.7,1.07,1770.8,4.5,3.0,3.8,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,Female,74.9,1.69,26.22,14.4,195.0,153.0,62.0,1.1,1389.0,3.0,1.0,3.1,Strength,Strength,1.0,1.0,1.0,0.0,1.0,0.0,1.0
20.0,Male,84.2,1.83,25.06,20.9,210.0,126.2,72.0,1.14,831.0,3.6,1.0,2.6,Muscle Gain,Strength,1.0,1.0,0.0,1.0,0.0,1.0,0.0
30.8,Female,66.2,1.76,21.41,26.5,182.8,130.4,70.2,1.78,1091.1,3.5,2.0,3.3,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
36.8,Male,73.6,1.77,23.38,18.1,192.7,101.3,76.6,1.41,350.1,5.4,3.0,3.0,General Fitness,Yoga,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27.6,Male,75.5,1.82,22.7,9.8,197.5,188.1,56.4,1.03,1438.8,4.6,2.0,4.1,General Fitness,HIIT,1.0,0.0,1.0,0.0,0.0,1.0,0.0
35.8,Female,63.4,1.54,26.59,21.2,177.1,172.1,53.3,0.63,488.6,5.0,1.0,3.3,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,Female,65.3,1.76,21.08,28.4,176.0,167.0,58.0,1.21,912.0,2.0,2.0,,General Fitness,Strength,1.0,1.0,1.0,0.0,1.0,1.0,1.0
38.8,Female,68.5,1.61,26.5,21.6,200.7,145.8,54.9,0.55,443.0,4.9,2.0,2.8,Weight Loss,Cardio,0.0,0.0,0.0,0.0,1.0,1.0,1.0
27.9,Male,76.4,1.7,26.49,10.6,190.2,112.9,70.3,1.01,149.7,3.9,2.0,1.5,General Fitness,Yoga,0.0,0.0,0.0,1.0,1.0,1.0,1.0
20.7,Male,46.2,1.74,15.19,22.3,186.4,142.8,62.1,0.72,224.8,1.9,2.0,2.64,Strength,Strength,1.0,1.0,1.0,1.0,0.0,0.0,1.0
21.0,Male,62.2,1.71,21.27,18.5,190.0,142.0,58.0,2.0,1757.0,3.0,2.0,3.1,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
27.3,Male,74.3,1.74,24.49,10.9,189.3,179.1,51.7,0.68,486.9,4.5,3.0,3.6,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.1,Male,59.3,1.58,23.65,15.8,189.9,118.2,64.7,2.04,835.4,3.9,3.0,2.6,Muscle Gain,Powerlifting,1.0,1.0,1.0,0.0,0.0,0.0,1.0
30.0,Female,57.8,1.89,16.18,25.6,168.0,165.0,67.0,1.38,1099.0,3.0,1.0,1.5,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25.0,Male,57.2,1.82,17.27,26.9,184.0,140.0,74.0,1.15,888.0,4.0,2.0,2.6,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
50.0,Male,63.4,1.75,20.61,14.0,178.8,151.3,68.4,0.95,463.3,4.9,2.0,3.9,General Fitness,Functional,1.0,0.0,1.0,1.0,1.0,0.0,1.0
30.0,Female,40.0,1.93,10.74,17.2,180.0,143.0,74.0,1.94,916.0,2.0,1.0,2.3,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36.9,Male,77.0,1.78,24.33,17.5,175.6,131.6,62.2,1.79,832.4,3.3,3.0,2.85,Muscle Gain,Strength,1.0,1.0,1.0,1.0,1.0,0.0,1.0
39.7,Female,51.6,1.62,19.62,16.5,178.1,155.8,67.3,0.55,307.2,3.2,1.0,2.8,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.4,Female,70.1,1.65,25.86,20.5,174.6,121.7,68.9,0.77,260.3,4.1,2.0,2.0,Muscle Gain,Strength,1.0,0.0,1.0,1.0,0.0,0.0,0.0
55.8,Male,74.6,1.69,26.0,17.1,170.4,142.2,72.0,1.88,968.2,4.9,2.0,4.6,Muscle Gain,Strength,1.0,1.0,1.0,1.0,0.0,0.0,1.0
47.0,Female,50.5,1.59,19.98,23.0,169.2,126.3,70.5,1.41,734.5,4.4,2.0,2.7,General Fitness,Functional,0.0,1.0,0.0,1.0,1.0,1.0,1.0
40.8,Male,92.8,1.8,28.58,17.3,172.5,135.0,50.7,1.41,934.3,5.1,3.0,2.61,Weight Loss,Cardio,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.4,Male,50.2,1.64,18.71,,170.4,161.7,50.3,0.67,366.1,3.9,3.0,2.85,General Fitness,HIIT,0.0,1.0,0.0,1.0,0.0,1.0,1.0
41.7,Female,76.8,1.66,27.84,22.9,190.6,127.3,59.4,1.26,547.9,4.2,3.0,3.3,General Fitness,Functional,1.0,1.0,0.0,0.0,0.0,1.0,1.0
29.8,Male,55.5,1.74,18.34,14.5,184.3,106.1,82.6,0.97,195.7,4.6,2.0,2.1,Stress Relief,Yoga,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38.7,Male,60.4,1.64,22.51,13.7,176.5,128.4,61.3,1.78,824.8,4.4,2.0,3.5,Strength,Strength,1.0,0.0,1.0,1.0,0.0,1.0,1.0
36.0,Female,90.0,1.69,31.51,20.6,180.0,160.0,72.0,2.0,717.0,4.0,1.0,3.3,Endurance,HIIT,1.0,0.0,0.0,0.0,1.0,1.0,1.0
35.0,Female,81.0,1.78,25.56,10.0,196.0,151.0,67.0,2.0,1246.0,3.0,1.0,3.3,Endurance,HIIT,1.0,1.0,0.0,1.0,0.0,0.0,1.0
51.0,Female,64.3,1.53,27.5,23.5,158.8,153.8,63.5,0.94,651.2,4.6,3.0,2.9,Endurance,Cardio,0.0,1.0,0.0,1.0,0.0,0.0,1.0
38.8,Male,57.7,1.63,21.79,18.9,195.6,111.2,60.7,1.62,595.9,3.6,1.0,2.4,Muscle Gain,Strength,1.0,0.0,1.0,1.0,0.0,1.0,1.0
34.0,Female,44.3,1.76,14.3,25.8,180.0,129.0,58.0,1.85,494.0,4.0,3.0,3.2,Muscle Gain,Strength,1.0,1.0,1.0,1.0,0.0,0.0,1.0
36.1,Female,86.9,1.48,39.65,35.0,181.8,146.1,80.6,1.06,534.6,1.6,1.0,3.22,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
18.0,Female,61.1,1.74,20.18,15.6,191.0,159.0,69.0,1.36,1311.0,2.0,2.0,3.4,Weight Loss,HIIT,0.0,0.0,0.0,1.0,1.0,1.0,0.0
38.0,Male,84.5,1.76,27.23,15.9,195.5,171.1,57.8,1.01,878.4,5.0,2.0,3.4,General Fitness,Cardio,0.0,1.0,0.0,0.0,0.0,0.0,1.0
37.3,Female,60.6,1.6,23.79,18.3,165.8,154.4,68.0,0.82,582.1,4.0,3.0,2.7,Muscle Gain,Functional,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.6,Male,67.7,1.82,20.35,21.4,199.6,145.0,56.0,1.08,816.5,4.1,2.0,2.8,General Fitness,Functional,1.0,0.0,0.0,1.0,1.0,1.0,1.0
21.9,Female,81.0,1.62,31.03,29.1,208.3,108.8,57.7,2.25,1092.2,3.9,2.0,2.6,Strength,Powerlifting,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22.3,Male,68.4,1.87,19.61,15.5,195.2,165.0,53.5,1.07,1313.3,4.7,3.0,4.3,General Fitness,HIIT,1.0,1.0,0.0,1.0,0.0,0.0,1.0
29.5,Female,55.4,1.52,24.0,16.9,206.3,112.2,54.5,0.69,92.8,2.3,1.0,2.1,Flexibility,Yoga,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37.3,Female,72.2,1.68,25.68,,192.1,100.7,65.8,0.88,148.3,3.5,3.0,2.2,Flexibility,Yoga,1.0,0.0,0.0,0.0,1.0,0.0,1.0
18.9,Female,66.5,1.58,26.48,23.4,193.3,143.4,52.9,1.22,678.3,4.2,2.0,3.0,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,Female,81.1,1.74,26.79,23.6,184.0,168.0,74.0,1.37,1080.0,5.0,1.0,3.4,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,0.0
49.0,Male,85.6,1.89,23.86,21.3,170.9,140.2,69.0,1.53,1030.9,1.8,2.0,3.15,General Fitness,Functional,,,,,,,
48.5,Female,67.4,1.56,27.71,17.9,160.5,150.5,63.1,0.95,836.4,2.7,3.0,2.9,Weight Loss,HIIT,0.0,0.0,0.0,1.0,1.0,0.0,1.0
29.5,Male,87.9,1.8,27.06,11.9,186.7,165.4,61.4,1.57,1540.5,3.5,1.0,3.5,Endurance,Cardio,0.0,0.0,0.0,1.0,1.0,0.0,1.0
41.0,Female,72.3,1.66,26.24,25.6,165.0,142.0,74.0,1.4,758.0,4.0,1.0,3.6,General Fitness,Cardio,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39.0,Female,59.0,1.65,21.7,22.7,180.2,155.4,57.9,1.3,792.2,4.9,2.0,3.6,Muscle Gain,Functional,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.7,Female,68.9,1.64,25.74,21.9,183.4,111.5,66.3,1.37,510.0,3.8,1.0,3.0,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
26.7,Female,125.1,1.71,42.82,44.3,200.1,157.1,73.9,1.03,942.0,1.9,1.0,3.71,Muscle Gain,Functional,,,,,,,
47.0,Male,87.3,1.9,24.18,23.7,194.0,164.0,74.0,1.87,1073.0,5.0,2.0,3.5,General Fitness,HIIT,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28.6,Female,69.6,1.63,26.12,18.3,193.7,99.9,68.2,1.06,136.8,4.5,1.0,2.0,Flexibility,Yoga,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28.3,Male,63.4,1.78,20.08,13.3,187.6,103.3,59.3,0.67,127.8,3.2,1.0,2.2,Flexibility,Yoga,0.0,0.0,0.0,0.0,1.0,1.0,1.0
45.7,Male,87.4,1.87,24.99,17.9,174.3,127.2,61.5,0.82,543.9,3.5,3.0,3.1,Strength,Strength,1.0,1.0,1.0,1.0,0.0,0.0,0.0
65.0,Male,61.3,1.67,21.91,13.7,140.0,135.0,69.6,0.57,343.5,3.1,2.0,2.5,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.4,Male,60.7,1.77,19.33,16.4,181.0,163.6,66.6,0.92,830.1,4.6,1.0,3.3,Weight Loss,Cardio,0.0,0.0,0.0,1.0,0.0,1.0,1.0
30.3,Female,71.2,1.63,26.73,20.2,188.5,151.6,62.2,0.62,395.5,3.8,2.0,3.3,Athletic Performance,Functional,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23.1,Female,77.9,1.72,26.4,23.7,194.5,151.8,70.4,1.37,686.6,3.7,1.0,3.25,Strength,Strength,0.0,1.0,1.0,0.0,1.0,1.0,1.0
37.9,Male,88.6,1.77,28.25,12.8,186.8,136.8,74.7,1.28,677.6,3.1,3.0,3.5,Muscle Gain,Strength,1.0,1.0,1.0,1.0,1.0,0.0,1.0
38.0,Female,63.6,1.64,23.76,23.4,175.4,127.5,68.0,1.09,687.7,3.8,2.0,3.2,Muscle Gain,Functional,1.0,0.0,1.0,1.0,1.0,1.0,1.0
39.8,Male,59.5,1.69,20.89,18.7,184.5,131.4,62.2,1.47,879.1,3.5,1.0,,General Fitness,Functional,0.0,0.0,1.0,1.0,1.0,0.0,1.0
64.7,Male,82.9,1.73,27.8,12.2,160.7,114.9,69.8,1.22,483.1,3.4,1.0,2.2,Muscle Gain,Strength,1.0,1.0,1.0,1.0,0.0,1.0,0.0
35.3,Male,74.5,1.78,23.51,12.1,188.6,116.4,78.3,1.22,651.9,3.1,3.0,2.7,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
54.0,Male,95.2,1.76,30.72,13.3,160.1,115.7,60.7,0.95,544.9,4.8,2.0,2.7,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
22.3,Female,67.7,1.59,26.6,20.4,195.9,125.8,62.3,1.4,618.0,4.0,1.0,2.9,General Fitness,Functional,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16.0,Male,45.0,1.87,12.83,16.0,202.6,160.5,76.1,1.35,389.7,3.0,1.0,3.02,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
28.4,Male,59.5,1.55,24.78,24.7,191.4,106.6,55.7,1.58,434.3,4.5,3.0,2.7,Strength,Powerlifting,0.0,1.0,0.0,1.0,0.0,0.0,1.0
24.9,Male,85.4,1.76,27.54,19.4,196.5,124.5,64.6,1.81,1208.0,4.9,1.0,2.9,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
24.0,Male,72.7,2.0,18.18,12.6,190.0,131.0,56.0,1.33,1126.0,2.0,2.0,3.6,Endurance,Cardio,1.0,0.0,0.0,1.0,1.0,0.0,1.0
36.6,Female,72.1,1.67,25.77,21.6,192.0,131.7,64.5,1.24,779.2,4.2,1.0,2.8,General Fitness,Functional,1.0,0.0,1.0,1.0,1.0,0.0,0.0
36.3,Male,61.8,1.86,17.89,20.3,190.9,156.4,66.5,1.65,732.4,2.2,2.0,3.15,Athletic Performance,Strength,,,,,,,
33.1,Female,53.9,1.67,19.36,24.2,198.3,150.2,51.0,0.98,743.2,4.4,2.0,3.0,Weight Loss,HIIT,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36.0,Male,68.2,1.91,18.69,33.1,188.0,131.0,69.0,2.0,1162.0,3.0,3.0,1.5,Muscle Gain,Strength,1.0,1.0,0.0,1.0,0.0,0.0,0.0
18.7,Male,76.0,1.8,23.52,19.1,194.7,130.5,71.7,0.75,454.7,3.0,1.0,2.7,Athletic Performance,Functional,1.0,1.0,0.0,0.0,0.0,1.0,0.0
50.0,Female,69.6,1.9,19.28,26.2,172.0,127.0,74.0,1.37,303.0,3.0,1.0,1.5,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
39.3,Female,56.3,1.64,20.99,23.1,179.4,144.1,50.4,0.99,663.4,4.1,1.0,2.2,General Fitness,Cardio,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28.8,Female,78.8,1.73,26.32,16.8,201.2,178.3,63.6,0.72,753.2,3.4,3.0,3.1,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,Male,47.8,1.62,18.21,25.8,173.0,129.0,74.0,1.59,1638.0,3.0,2.0,2.4,Endurance,HIIT,1.0,0.0,0.0,0.0,0.0,1.0,1.0
40.8,Male,97.7,1.86,28.14,22.0,186.0,111.6,62.9,1.11,806.9,4.2,3.0,2.3,Strength,Strength,1.0,1.0,1.0,1.0,1.0,0.0,0.0
53.5,Male,69.3,1.82,20.99,16.8,163.7,125.0,64.1,0.95,463.4,3.0,2.0,2.2,Muscle Gain,Strength,1.0,1.0,1.0,1.0,1.0,0.0,0.0
19.9,Female,59.1,1.7,20.34,20.6,208.1,178.8,64.1,0.77,905.9,3.6,3.0,3.3,Endurance,HIIT,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.8,Female,82.6,1.66,29.81,26.2,181.2,135.0,58.7,1.58,758.2,4.3,1.0,2.6,Strength,Strength,1.0,1.0,0.0,0.0,0.0,0.0,1.0
26.0,Female,64.3,1.55,26.8,23.2,190.0,123.1,63.6,1.88,723.0,3.1,2.0,3.0,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,1.0,1.0
41.8,Male,59.4,1.73,19.86,18.0,170.1,159.8,66.7,0.44,347.3,3.7,3.0,2.3,Weight Loss,HIIT,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36.4,Male,83.9,1.79,26.3,13.7,175.7,161.5,54.8,0.68,627.9,4.9,2.0,3.3,Weight Loss,HIIT,1.0,0.0,0.0,1.0,0.0,1.0,1.0
33.0,Female,129.9,1.69,45.48,27.5,168.0,152.0,74.0,1.61,810.0,3.0,2.0,3.5,Muscle Gain,Strength,1.0,0.0,1.0,0.0,0.0,0.0,0.0
55.0,Female,129.9,1.89,36.37,15.2,177.0,157.0,66.0,0.81,1154.0,4.0,2.0,2.4,Weight Loss,Cardio,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24.6,Female,65.5,1.56,26.82,22.0,196.0,115.3,78.8,0.93,277.6,4.9,1.0,1.8,Strength,Strength,1.0,1.0,0.0,1.0,0.0,0.0,0.0
38.8,Female,69.8,1.62,26.58,22.8,188.7,92.8,66.4,1.05,213.3,2.5,1.0,2.2,Flexibility,Yoga,0.0,0.0,0.0,0.0,1.0,0.0,1.0
37.4,Male,66.6,1.69,23.44,22.0,186.8,110.5,62.9,1.73,748.8,4.2,3.0,2.7,Strength,Powerlifting,1.0,1.0,0.0,0.0,0.0,0.0,0.0
50.1,Female,67.1,1.77,21.32,24.4,173.2,144.7,59.1,1.23,654.6,3.3,2.0,3.16,Endurance,Cardio,1.0,0.0,0.0,0.0,0.0,1.0,1.0
27.0,Male,65.0,1.74,21.38,16.8,189.0,131.9,65.4,1.14,435.7,4.7,1.0,2.8,Muscle Gain,Functional,1.0,1.0,0.0,0.0,0.0,0.0,1.0
24.9,Male,87.3,1.7,30.07,27.9,194.6,107.8,68.3,2.34,1099.7,4.6,2.0,2.9,Muscle Gain,Powerlifting,1.0,1.0,0.0,0.0,0.0,0.0,0.0
37.0,Female,58.0,1.89,16.24,26.0,182.0,163.0,72.0,1.39,1156.0,5.0,2.0,3.4,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
52.7,Male,62.2,1.75,20.36,16.8,192.9,187.9,63.2,0.85,810.8,2.3,2.0,3.5,Weight Loss,HIIT,1.0,0.0,1.0,1.0,0.0,0.0,1.0
28.8,Male,49.8,1.58,20.04,15.1,188.4,178.7,65.9,1.42,1094.8,3.4,2.0,3.8,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47.0,Male,100.2,1.67,35.93,24.5,196.0,151.0,73.0,1.48,953.0,3.0,2.0,3.2,Strength,Strength,1.0,1.0,1.0,0.0,0.0,1.0,0.0
51.6,Male,70.1,1.81,21.47,8.8,167.9,162.9,49.1,0.99,1120.3,5.9,2.0,4.2,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45.6,Female,73.1,1.7,25.2,28.3,178.8,130.3,55.9,1.38,626.3,3.5,2.0,4.22,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
34.9,Male,76.8,1.71,26.25,21.9,185.6,129.4,61.5,1.67,923.5,3.2,3.0,,Muscle Gain,Powerlifting,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20.0,Male,67.7,1.84,20.0,13.7,193.0,122.0,66.0,1.19,900.0,5.0,2.0,3.4,General Fitness,Cardio,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.3,Male,76.2,1.73,25.35,20.7,196.6,137.8,70.5,0.79,380.9,4.1,3.0,2.8,Muscle Gain,Functional,1.0,0.0,0.0,1.0,0.0,1.0,1.0
50.2,Female,61.8,1.52,26.71,19.1,183.5,171.4,53.4,0.43,315.6,4.3,2.0,3.2,Weight Loss,HIIT,1.0,0.0,0.0,0.0,0.0,1.0,1.0
28.2,Male,62.1,1.67,22.17,19.3,194.8,152.1,73.3,0.77,525.1,4.1,3.0,2.8,Muscle Gain,Functional,1.0,0.0,1.0,1.0,0.0,1.0,1.0
41.4,Female,89.0,1.91,24.33,25.5,174.3,130.1,67.5,1.08,593.2,3.4,2.0,3.44,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
54.0,Male,47.2,1.75,15.41,23.9,160.0,134.0,68.0,1.18,1001.0,4.0,1.0,1.9,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
47.0,Female,40.0,1.85,11.69,25.2,192.0,139.0,57.0,1.2,697.0,4.0,1.0,3.5,Endurance,Cardio,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,Female,51.2,1.9,14.18,21.6,162.0,160.0,60.0,1.25,988.0,3.0,2.0,2.5,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.1,Female,54.9,1.53,23.41,21.2,177.1,151.3,60.3,1.35,842.3,5.7,3.0,2.4,Weight Loss,Cardio,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55.0,Female,60.6,1.68,21.47,24.0,185.0,124.0,70.0,1.35,1447.0,4.0,1.0,2.0,Weight Loss,HIIT,1.0,0.0,1.0,1.0,0.0,1.0,1.0
56.0,Female,45.7,1.96,11.9,11.4,192.0,153.0,71.0,2.0,868.0,4.0,2.0,2.0,Strength,Strength,0.0,1.0,1.0,0.0,0.0,0.0,0.0
32.0,Female,79.0,1.6,30.86,24.3,165.0,149.0,65.0,1.59,1245.0,3.0,2.0,2.2,Muscle Gain,Strength,1.0,0.0,1.0,0.0,0.0,1.0,1.0
19.0,Male,51.4,1.78,16.22,,167.0,154.0,70.0,2.0,1218.0,3.0,2.0,2.1,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
52.0,Male,66.6,1.56,27.37,15.4,175.0,152.0,60.0,1.04,1783.0,4.0,2.0,2.7,Strength,Strength,1.0,1.0,0.0,1.0,0.0,0.0,0.0
18.0,Male,74.6,1.88,21.11,18.0,177.0,166.0,53.0,2.0,1010.0,5.0,1.0,2.2,General Fitness,Cardio,0.0,0.0,1.0,1.0,0.0,1.0,1.0
21.2,Male,75.3,1.75,24.47,15.8,194.8,155.3,59.2,0.49,399.8,2.5,2.0,2.8,Endurance,HIIT,1.0,0.0,0.0,0.0,1.0,0.0,1.0
25.7,Female,55.3,1.62,21.17,20.3,181.8,160.5,47.6,1.08,794.6,5.9,3.0,3.2,Weight Loss,Cardio,0.0,0.0,0.0,1.0,1.0,0.0,1.0
27.6,Male,62.7,1.67,22.39,18.5,193.3,148.2,62.3,1.45,1076.7,3.4,3.0,3.5,General Fitness,Functional,0.0,1.0,0.0,1.0,1.0,1.0,1.0
33.7,Female,80.2,1.71,27.58,21.3,189.4,184.4,58.5,0.99,1646.8,4.0,2.0,4.3,Endurance,HIIT,0.0,1.0,0.0,1.0,1.0,1.0,1.0
67.0,Female,63.3,1.58,25.22,20.6,150.1,140.7,57.6,1.45,952.6,3.5,3.0,3.2,Weight Loss,Cardio,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19.4,Male,61.0,1.76,19.64,18.7,203.4,139.2,60.2,1.01,468.9,4.6,3.0,2.5,General Fitness,Functional,1.0,0.0,1.0,1.0,0.0,1.0,0.0
25.1,Male,72.5,1.71,24.77,11.7,201.5,176.2,55.8,0.32,389.7,2.9,2.0,3.3,Endurance,HIIT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32.6,Male,90.4,1.91,24.88,29.1,186.4,100.2,74.2,1.65,506.8,4.6,3.0,2.2,Muscle Gain,Powerlifting,1.0,1.0,1.0,0.0,0.0,0.0,0.0
16.0,Male,97.8,1.93,26.34,32.4,200.3,165.0,72.0,1.74,1254.1,2.1,1.0,4.09,Weight Loss,Cardio,1.0,0.0,0.0,0.0,1.0,1.0,1.0
35.5,Male,51.6,1.8,15.97,23.1,189.2,153.3,56.5,1.45,538.3,2.8,2.0,3.61,General Fitness,Functional,,,,,,,
25.4,Female,59.7,1.7,20.64,17.9,199.8,153.8,57.4,1.41,967.7,3.3,3.0,3.7,Endurance,Cardio,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.3,Female,72.1,1.68,25.65,27.4,187.2,120.9,60.5,1.91,638.7,3.0,3.0,4.1,Strength,Powerlifting,0.0,1.0,0.0,0.0,1.0,0.0,1.0
20.3,Male,90.2,1.71,30.67,25.5,204.1,130.9,67.9,2.32,1195.0,3.9,2.0,4.3,Muscle Gain,Powerlifting,1.0,1.0,1.0,1.0,0.0,0.0,0.0
39.9,Male,79.0,1.87,22.6,19.0,186.0,123.4,53.0,1.79,888.4,3.3,3.0,3.5,General Fitness,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
37.6,Male,93.8,1.79,29.42,17.1,184.1,132.1,62.5,1.54,1250.2,3.6,3.0,3.0,Strength,Powerlifting,1.0,1.0,0.0,0.0,1.0,1.0,1.0
49.5,Male,85.9,1.82,25.92,17.6,175.1,144.0,58.3,1.71,1053.9,4.9,1.0,3.6,Muscle Gain,Strength,1.0,1.0,1.0,1.0,0.0,0.0,1.0
66.6,Female,60.7,1.5,26.81,23.9,164.1,118.1,48.2,2.28,862.3,3.4,2.0,3.0,Muscle Gain,Powerlifting,1.0,0.0,0.0,0.0,1.0,0.0,1.0
25.0,Male,54.2,1.67,19.36,11.8,190.3,163.4,65.6,0.65,578.1,3.1,3.0,2.7,Endurance,HIIT,0.0,0.0,0.0,1.0,0.0,1.0,1.0
19.9,Male,73.5,1.67,26.43,15.9,204.5,113.4,56.2,1.76,988.6,3.1,2.0,2.5,Muscle Gain,Strength,1.0,1.0,0.0,1.0,1.0,0.0,1.0
18.6,Male,82.2,1.78,25.85,20.9,192.7,137.9,56.4,1.52,856.7,3.9,2.0,2.4,Strength,Strength,1.0,1.0,0.0,0.0,0.0,1.0,0.0
38.0,Female,89.3,1.58,35.77,24.0,184.0,135.0,58.0,1.58,995.0,4.0,3.0,2.9,Weight Loss,HIIT,0.0,1.0,1.0,1.0,1.0,0.0,1.0
16.0,Female,45.4,1.89,12.66,17.1,198.2,186.4,75.0,1.07,546.6,5.1,3.0,3.23,Endurance,HIIT,1.0,1.0,0.0,1.0,1.0,0.0,1.0
47.0,Female,108.3,1.67,38.83,27.6,176.0,169.0,69.0,1.07,1204.0,2.0,2.0,3.7,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,0.0,1.0
41.4,Female,66.5,1.55,27.65,19.2,190.0,138.1,65.8,1.07,607.5,4.5,1.0,2.8,Muscle Gain,Strength,1.0,1.0,1.0,1.0,1.0,0.0,1.0
54.0,Male,84.0,1.94,22.32,30.7,178.0,133.0,53.0,1.47,942.0,4.0,1.0,1.5,Muscle Gain,Strength,1.0,1.0,0.0,0.0,0.0,0.0,1.0
46.7,Female,90.9,1.52,39.11,31.4,174.3,143.4,70.8,2.05,1410.1,2.5,2.0,4.25,Endurance,Cardio,0.0,1.0,1.0,1.0,0.0,0.0,1.0
57.7,Female,43.8,1.47,20.21,14.1,160.6,155.6,52.5,1.18,506.9,2.7,3.0,3.1,Endurance,HIIT,0.0,0.0,1.0,1.0,1.0,1.0,0.0
